,Budget,Countries,Counts,Downloads,IMDB_ID,Ratings,Titles
15462,NaN,[Czechoslovakia],3,405,tt0052374,7.6,The Deadly Invention (1958)
15463,NaN,"[China, Hong Kong]",1,54,tt0106332,8.1,Farewell My Concubine (1993)
15464,"$3,500,000","[USA, Canada]",1,1227,tt0106336,6.8,Babylon 5: The Gathering (TV Movie 1993)
15465,NaN,[South Korea],1,92,tt0320193,8.0,Oasis (2002)
15466,NaN,"[Russia, USA]",1,3527,tt0961119,5.2,Philosophy of a Knife (Video 2008)
15467,NaN,[Italy],1,1499,tt0090101,6.5,Superfantozzi (1986)
15468,"$4,500,000",[USA],4,2943,tt0090103,7.0,The Sure Thing (1985)
15469,NaN,[France],2,625,tt0295669,5.5,Une femme amoureuse (TV Movie 2001)
15470,NaN,[USA],1,630,tt0290018,5.5,Women vs. Men (TV Movie 2002)
15471,NaN,[Russia],1,1756,tt0200267,7.5,Voroshilovskiy strelok (1999)
15472,"$2,400,000",[UK],1,146,tt1096939,8.1,Rolling Stones: The Biggest Bang (Video 2007)
15473,NaN,[Israel],1,130,tt1286798,7.6,Unmistaken Child (2008)
15474,NaN,[Canada],1,662,tt0140615,6.5,This Matter of Marriage (TV Movie 1998)
15475,"$30,000,000",[USA],8,4329,tt0114857,5.5,Virtuosity (1995)
15476,NaN,[USA],1,816,tt0114851,5.3,The Viking Sagas (1995)
15477,"$22,000,000",[USA],2,883,tt0114852,5.5,Village of the Damned (1995)
15478,"$20,000,000",[USA],2,1585,tt1274300,5.4,The Tempest (2010)
15479,NaN,[Italy],1,555,tt0069956,5.5,Sacrifice! (1972)
15480,NaN,[USA],1,162,tt0064827,6.8,Popi (1969)
15481,"$500,000",[Sweden],1,1371,tt0457201,6.5,New York Waiting (2006)
15482,NaN,[France],7,15389,tt1529569,6.5,De vrais mensonges (2010)
15483,"$1,400,000","[USA, Canada]",2,1365,tt0118480,8.5,Stargate SG-1 (TV Series 1997–2007)
15484,"$1,200,000",[Hungary],4,30626,tt0297741,7.0,Argo (2004)
15485,NaN,"[USA, Canada, UK]",1,121,tt0069958,7.0,A Delicate Balance (1973)
15486,"$2,500,000",[USA],3,1571,tt0061736,6.8,A Guide for the Married Man (1967)
15487,"$4,000,000",[USA],2,1053,tt0061735,7.8,Guess Who's Coming to Dinner (1967)
15488,NaN,[Canada],1,187,tt0956317,5.9,"À vos marques, party! (2007)"
15489,NaN,[Germany],1,182,tt1978524,5.5,Schlussmacher (2013)
15490,NaN,[Australia],1,1564,tt0773775,7.2,Wil (2006)
15491,NaN,[USA],1,677,tt1111231,6.6,Friends for Life (2008)
15492,"$17,000,000",[USA],10,86285,tt1214962,6.2,Seeking Justice (2011)
15493,"$1,252,000",[USA],1,41,tt0033105,6.9,Strange Cargo (1940)
15494,NaN,[Thailand],1,25,tt0263101,6.7,Bangkok Dangerous (2000)
15495,NaN,[Japan],1,269,tt1217243,7.5,Akiresu to kame (2008)
15496,NaN,[Hungary],2,1416,tt0068603,8.1,Forró vizet a kopaszra! (1972)
15497,NaN,[Hungary],3,1438,tt0068604,7.5,Fotográfia (1973)
15498,NaN,"[Germany, USA]",1,760,tt0112937,6.0,Die Eisprinzessin (TV Movie 1996)
15499,"$4,500,000",[USA],2,791,tt0119905,5.4,The Players Club (1998)
15500,NaN,[Sweden],2,3720,tt2230422,6.2,Annika Bengtzon: Crime Reporter - Lifetime (Video 2012)
15501,"$12,000,000",[USA],3,1691,tt0119906,5.6,Playing God (1997)
15502,NaN,"[Germany, Hungary, France]",9,11279,tt1216520,6.4,Womb (2010)
15503,NaN,"[USA, France, Italy]",2,1478,tt0071782,6.4,Lucky Luciano (1973)
15504,NaN,[USA],1,139,tt0071780,6.0,Lovin' Molly (1974)
15505,NaN,[UK],1,108,tt1651060,7.3,Blacklist (2009)
15506,NaN,[USA],1,673,tt0049086,5.3,Comanche (1956)
15507,NaN,[France],1,429,tt0019254,8.3,The Passion of Joan of Arc (1928)
15508,"$3,000,000",[USA],2,235,tt2119404,4.3,Code Red (2013)
15509,NaN,"[France, Spain]",3,5279,tt0076836,2.6,Hitler's Last Train (1977)
15510,NaN,"[UK, India, Belgium, Canada, Luxembourg, France]",1,147,tt1374990,5.9,The Prodigies (2011)
15511,"$60,000,000","[Canada, France]",8,12538,tt1374992,6.4,Upside Down (2012)
15512,NaN,[Czechoslovakia],2,777,tt0060959,7.5,Daisies (1966)
15513,NaN,"[Italy, Spain]",1,322,tt0071431,6.9,Let Sleeping Corpses Lie (1974)
15514,NaN,"[USA, Greece]",5,16462,tt1018785,6.2,The Sisterhood of the Traveling Pants 2 (2008)
15515,NaN,[USA],1,207,tt0060955,7.7,Seconds (1966)
15516,"$20,000,000",[Spain],2,1766,tt1018789,5.0,Espíritu del bosque (2008)
15517,"$1,000,000",[USA],2,1703,tt0040862,6.6,Tarzan and the Mermaids (1948)
15518,"$3,000,000",[USA],1,44,tt3382842,2.0,The Mummy Resurrected (2014)
15519,NaN,[USA],1,414,tt0047517,5.7,Southwest Passage (1954)
15520,"$2,484,000",[USA],1,35,tt0040869,5.9,That Lady in Ermine (1948)
15521,NaN,[Italy],3,341,tt0076786,7.5,Suspiria (1977)
15522,NaN,[Australia],1,317,tt0076780,3.9,Summer City (1977)
15523,"$30,000,000","[USA, UK, Germany]",10,77774,tt0993842,6.8,Hanna (2011)
15524,"$100,000,000",[USA],19,236593,tt0993846,8.3,The Wolf of Wall Street (2013)
15525,"$8,500,000","[UK, Australia, France]",4,5159,tt0810784,7.0,Bright Star (2009)
15526,NaN,"[USA, Argentina, France]",6,29713,tt1391034,5.2,And Soon the Darkness (2010)
15527,"$10,000,000",[USA],3,7519,tt0398842,4.9,The Celestine Prophecy (2006)
15528,NaN,[USA],4,1632,tt0098273,6.8,Sea of Love (1989)
15529,NaN,[Italy],1,65,tt0172477,7.4,Not of This World (1999)
15530,NaN,"[USA, Canada]",2,1810,tt0104409,5.4,Hellraiser III: Hell on Earth (1992)
15531,"$500,000",[USA],1,177,tt2125647,2.8,The Dead Want Women (Video 2012)
15532,NaN,[USA],1,645,tt0098276,4.2,Second Sight (1989)
15533,NaN,[USA],1,410,tt0104402,5.9,Heaven Is a Playground (1991)
15534,"$6,500,000","[Spain, USA, Netherlands]",3,1406,tt0089153,6.7,Flesh+Blood (1985)
15535,NaN,[USA],3,2089,tt0089155,6.9,Fletch (1985)
15536,NaN,[UK],1,524,tt0089157,7.4,Florence Nightingale (TV Movie 1985)
15537,NaN,[USA],2,1803,tt0453548,7.0,Snow Angels (2007)
15538,"$34,000,000",[Belgium],2,191,tt3148834,6.5,The House of Magic (2013)
15539,NaN,[Canada],2,5130,tt1052352,5.5,Princess (TV Movie 2008)
15540,"$3,000,000",[USA],2,1689,tt1662293,4.5,Nothing Left to Fear (2013)
